sense	number	antisense	bp	
Adenovirus:Type_37_Strain_GW_[76-19026]:629:+	630	Adenovirus:Type_37_Strain_GW_[76-19026]:1324:-	31550	
Adenovirus:Type_37_Strain_GW_[76-19026]:630:+	631	Adenovirus:Type_37_Strain_GW_[76-19026]:1325:-	31600	
Adenovirus:Type_37_Strain_GW_[76-19026]:631:+	632	Adenovirus:Type_37_Strain_GW_[76-19026]:1326:-	31650	
Adenovirus:Type_37_Strain_GW_[76-19026]:632:+	633	Adenovirus:Type_37_Strain_GW_[76-19026]:1327:-	31700	
Adenovirus:Type_37_Strain_GW_[76-19026]:633:+	634	Adenovirus:Type_37_Strain_GW_[76-19026]:1328:-	31750	
Adenovirus:Type_37_Strain_GW_[76-19026]:634:+	635	Adenovirus:Type_37_Strain_GW_[76-19026]:1329:-	31800	
Adenovirus:Type_37_Strain_GW_[76-19026]:635:+	636	Adenovirus:Type_37_Strain_GW_[76-19026]:1330:-	31850	
Adenovirus:Type_37_Strain_GW_[76-19026]:636:+	637	Adenovirus:Type_37_Strain_GW_[76-19026]:1331:-	31900	
Adenovirus:Type_37_Strain_GW_[76-19026]:637:+	638	Adenovirus:Type_37_Strain_GW_[76-19026]:1332:-	31950	
Adenovirus:Type_37_Strain_GW_[76-19026]:638:+	639	Adenovirus:Type_37_Strain_GW_[76-19026]:1333:-	32000	
Adenovirus:Type_37_Strain_GW_[76-19026]:639:+	640	Adenovirus:Type_37_Strain_GW_[76-19026]:1334:-	32050	
Adenovirus:Type_37_Strain_GW_[76-19026]:640:+	641	Adenovirus:Type_37_Strain_GW_[76-19026]:1335:-	32100	
Adenovirus:Type_37_Strain_GW_[76-19026]:641:+	642	Adenovirus:Type_37_Strain_GW_[76-19026]:1336:-	32150	
Adenovirus:Type_37_Strain_GW_[76-19026]:642:+	643	Adenovirus:Type_37_Strain_GW_[76-19026]:1337:-	32200	
Adenovirus:Type_37_Strain_GW_[76-19026]:643:+	644	Adenovirus:Type_37_Strain_GW_[76-19026]:1338:-	32250	
Adenovirus:Type_37_Strain_GW_[76-19026]:644:+	645	Adenovirus:Type_37_Strain_GW_[76-19026]:1339:-	32300	
Adenovirus:Type_37_Strain_GW_[76-19026]:645:+	646	Adenovirus:Type_37_Strain_GW_[76-19026]:1340:-	32350	
Adenovirus:Type_37_Strain_GW_[76-19026]:646:+	647	Adenovirus:Type_37_Strain_GW_[76-19026]:1341:-	32400	
Adenovirus:Type_37_Strain_GW_[76-19026]:647:+	648	Adenovirus:Type_37_Strain_GW_[76-19026]:1342:-	32450	
Adenovirus:Type_37_Strain_GW_[76-19026]:648:+	649	Adenovirus:Type_37_Strain_GW_[76-19026]:1343:-	32500	
Adenovirus:Type_37_Strain_GW_[76-19026]:649:+	650	Adenovirus:Type_37_Strain_GW_[76-19026]:1344:-	32550	
Adenovirus:Type_37_Strain_GW_[76-19026]:650:+	651	Adenovirus:Type_37_Strain_GW_[76-19026]:1345:-	32600	
Adenovirus:Type_37_Strain_GW_[76-19026]:651:+	652	Adenovirus:Type_37_Strain_GW_[76-19026]:1346:-	32650	
Adenovirus:Type_37_Strain_GW_[76-19026]:652:+	653	Adenovirus:Type_37_Strain_GW_[76-19026]:1347:-	32700	
Adenovirus:Type_37_Strain_GW_[76-19026]:653:+	654	Adenovirus:Type_37_Strain_GW_[76-19026]:1348:-	32750	
Adenovirus:Type_37_Strain_GW_[76-19026]:654:+	655	Adenovirus:Type_37_Strain_GW_[76-19026]:1349:-	32800	
Adenovirus:Type_37_Strain_GW_[76-19026]:655:+	656	Adenovirus:Type_37_Strain_GW_[76-19026]:1350:-	32850	
Adenovirus:Type_37_Strain_GW_[76-19026]:656:+	657	Adenovirus:Type_37_Strain_GW_[76-19026]:1351:-	32900	
Adenovirus:Type_37_Strain_GW_[76-19026]:657:+	658	Adenovirus:Type_37_Strain_GW_[76-19026]:1352:-	32950	
Adenovirus:Type_37_Strain_GW_[76-19026]:658:+	659	Adenovirus:Type_37_Strain_GW_[76-19026]:1353:-	33000	
Adenovirus:Type_37_Strain_GW_[76-19026]:659:+	660	Adenovirus:Type_37_Strain_GW_[76-19026]:1354:-	33050	
Adenovirus:Type_37_Strain_GW_[76-19026]:660:+	661	Adenovirus:Type_37_Strain_GW_[76-19026]:1355:-	33100	
Adenovirus:Type_37_Strain_GW_[76-19026]:661:+	662	Adenovirus:Type_37_Strain_GW_[76-19026]:1356:-	33150	
Adenovirus:Type_37_Strain_GW_[76-19026]:662:+	663	Adenovirus:Type_37_Strain_GW_[76-19026]:1357:-	33200	
Adenovirus:Type_37_Strain_GW_[76-19026]:663:+	664	Adenovirus:Type_37_Strain_GW_[76-19026]:1358:-	33250	
Adenovirus:Type_37_Strain_GW_[76-19026]:664:+	665	Adenovirus:Type_37_Strain_GW_[76-19026]:1359:-	33300	
Adenovirus:Type_37_Strain_GW_[76-19026]:665:+	666	Adenovirus:Type_37_Strain_GW_[76-19026]:1360:-	33350	
Adenovirus:Type_37_Strain_GW_[76-19026]:666:+	667	Adenovirus:Type_37_Strain_GW_[76-19026]:1361:-	33400	
Adenovirus:Type_37_Strain_GW_[76-19026]:667:+	668	Adenovirus:Type_37_Strain_GW_[76-19026]:1362:-	33450	
Adenovirus:Type_37_Strain_GW_[76-19026]:668:+	669	Adenovirus:Type_37_Strain_GW_[76-19026]:1363:-	33500	
Adenovirus:Type_37_Strain_GW_[76-19026]:669:+	670	Adenovirus:Type_37_Strain_GW_[76-19026]:1364:-	33550	
Adenovirus:Type_37_Strain_GW_[76-19026]:670:+	671	Adenovirus:Type_37_Strain_GW_[76-19026]:1365:-	33600	
Adenovirus:Type_37_Strain_GW_[76-19026]:671:+	672	Adenovirus:Type_37_Strain_GW_[76-19026]:1366:-	33650	
Adenovirus:Type_37_Strain_GW_[76-19026]:672:+	673	Adenovirus:Type_37_Strain_GW_[76-19026]:1367:-	33700	
Adenovirus:Type_37_Strain_GW_[76-19026]:673:+	674	Adenovirus:Type_37_Strain_GW_[76-19026]:1368:-	33750	
Adenovirus:Type_37_Strain_GW_[76-19026]:674:+	675	Adenovirus:Type_37_Strain_GW_[76-19026]:1369:-	33800	
Adenovirus:Type_37_Strain_GW_[76-19026]:675:+	676	Adenovirus:Type_37_Strain_GW_[76-19026]:1370:-	33850	
Adenovirus:Type_37_Strain_GW_[76-19026]:676:+	677	Adenovirus:Type_37_Strain_GW_[76-19026]:1371:-	33900	
Adenovirus:Type_37_Strain_GW_[76-19026]:677:+	678	Adenovirus:Type_37_Strain_GW_[76-19026]:1372:-	33950	
Adenovirus:Type_37_Strain_GW_[76-19026]:678:+	679	Adenovirus:Type_37_Strain_GW_[76-19026]:1373:-	34000	
Adenovirus:Type_37_Strain_GW_[76-19026]:679:+	680	Adenovirus:Type_37_Strain_GW_[76-19026]:1374:-	34050	
Adenovirus:Type_37_Strain_GW_[76-19026]:680:+	681	Adenovirus:Type_37_Strain_GW_[76-19026]:1375:-	34100	
Adenovirus:Type_37_Strain_GW_[76-19026]:681:+	682	Adenovirus:Type_37_Strain_GW_[76-19026]:1376:-	34150	
Adenovirus:Type_37_Strain_GW_[76-19026]:682:+	683	Adenovirus:Type_37_Strain_GW_[76-19026]:1377:-	34200	
Adenovirus:Type_37_Strain_GW_[76-19026]:683:+	684	Adenovirus:Type_37_Strain_GW_[76-19026]:1378:-	34250	
Adenovirus:Type_37_Strain_GW_[76-19026]:684:+	685	Adenovirus:Type_37_Strain_GW_[76-19026]:1379:-	34300	
Adenovirus:Type_37_Strain_GW_[76-19026]:685:+	686	Adenovirus:Type_37_Strain_GW_[76-19026]:1380:-	34350	
Adenovirus:Type_37_Strain_GW_[76-19026]:686:+	687	Adenovirus:Type_37_Strain_GW_[76-19026]:1381:-	34400	
Adenovirus:Type_37_Strain_GW_[76-19026]:687:+	688	Adenovirus:Type_37_Strain_GW_[76-19026]:1382:-	34450	
Adenovirus:Type_37_Strain_GW_[76-19026]:688:+	689	Adenovirus:Type_37_Strain_GW_[76-19026]:1383:-	34500	
Adenovirus:Type_37_Strain_GW_[76-19026]:689:+	690	Adenovirus:Type_37_Strain_GW_[76-19026]:1384:-	34550	
Adenovirus:Type_37_Strain_GW_[76-19026]:690:+	691	Adenovirus:Type_37_Strain_GW_[76-19026]:1385:-	34600	
Adenovirus:Type_37_Strain_GW_[76-19026]:691:+	692	Adenovirus:Type_37_Strain_GW_[76-19026]:1386:-	34650	
Adenovirus:Type_37_Strain_GW_[76-19026]:692:+	693	Adenovirus:Type_37_Strain_GW_[76-19026]:1387:-	34700	
Adenovirus:Type_37_Strain_GW_[76-19026]:693:+	694	Adenovirus:Type_37_Strain_GW_[76-19026]:1388:-	34750	
Adenovirus:Type_37_Strain_GW_[76-19026]:694:+	695	Adenovirus:Type_37_Strain_GW_[76-19026]:1389:-	34800	
Adenovirus:Type_37_Strain_GW_[76-19026]:695:+	696	Adenovirus:Type_37_Strain_GW_[76-19026]:1390:-	34850	
Adenovirus:Type_37_Strain_GW_[76-19026]:1392:+	697	Adenovirus:Type_37_Strain_GW_[76-19026]:1394:-	34900	
