sense	number	antisense	bp	
Adenovirus:Type_1_Strain_Adenoid_71:669:+	670	Adenovirus:Type_1_Strain_Adenoid_71:1384:-	33550	
Adenovirus:Type_1_Strain_Adenoid_71:670:+	671	Adenovirus:Type_1_Strain_Adenoid_71:1385:-	33600	
Adenovirus:Type_1_Strain_Adenoid_71:671:+	672	Adenovirus:Type_1_Strain_Adenoid_71:1386:-	33650	
Adenovirus:Type_1_Strain_Adenoid_71:672:+	673	Adenovirus:Type_1_Strain_Adenoid_71:1387:-	33700	
Adenovirus:Type_1_Strain_Adenoid_71:673:+	674	Adenovirus:Type_1_Strain_Adenoid_71:1388:-	33750	
Adenovirus:Type_1_Strain_Adenoid_71:674:+	675	Adenovirus:Type_1_Strain_Adenoid_71:1389:-	33800	
Adenovirus:Type_1_Strain_Adenoid_71:675:+	676	Adenovirus:Type_1_Strain_Adenoid_71:1390:-	33850	
Adenovirus:Type_1_Strain_Adenoid_71:676:+	677	Adenovirus:Type_1_Strain_Adenoid_71:1391:-	33900	
Adenovirus:Type_1_Strain_Adenoid_71:677:+	678	Adenovirus:Type_1_Strain_Adenoid_71:1392:-	33950	
Adenovirus:Type_1_Strain_Adenoid_71:678:+	679	Adenovirus:Type_1_Strain_Adenoid_71:1393:-	34000	
Adenovirus:Type_1_Strain_Adenoid_71:679:+	680	Adenovirus:Type_1_Strain_Adenoid_71:1394:-	34050	
Adenovirus:Type_1_Strain_Adenoid_71:680:+	681	Adenovirus:Type_1_Strain_Adenoid_71:1395:-	34100	
Adenovirus:Type_1_Strain_Adenoid_71:681:+	682	Adenovirus:Type_1_Strain_Adenoid_71:1396:-	34150	
Adenovirus:Type_1_Strain_Adenoid_71:682:+	683	Adenovirus:Type_1_Strain_Adenoid_71:1397:-	34200	
Adenovirus:Type_1_Strain_Adenoid_71:683:+	684	Adenovirus:Type_1_Strain_Adenoid_71:1398:-	34250	
Adenovirus:Type_1_Strain_Adenoid_71:684:+	685	Adenovirus:Type_1_Strain_Adenoid_71:1399:-	34300	
Adenovirus:Type_1_Strain_Adenoid_71:685:+	686	Adenovirus:Type_1_Strain_Adenoid_71:1400:-	34350	
Adenovirus:Type_1_Strain_Adenoid_71:686:+	687	Adenovirus:Type_1_Strain_Adenoid_71:1401:-	34400	
Adenovirus:Type_1_Strain_Adenoid_71:687:+	688	Adenovirus:Type_1_Strain_Adenoid_71:1402:-	34450	
Adenovirus:Type_1_Strain_Adenoid_71:688:+	689	Adenovirus:Type_1_Strain_Adenoid_71:1403:-	34500	
Adenovirus:Type_1_Strain_Adenoid_71:689:+	690	Adenovirus:Type_1_Strain_Adenoid_71:1404:-	34550	
Adenovirus:Type_1_Strain_Adenoid_71:690:+	691	Adenovirus:Type_1_Strain_Adenoid_71:1405:-	34600	
Adenovirus:Type_1_Strain_Adenoid_71:691:+	692	Adenovirus:Type_1_Strain_Adenoid_71:1406:-	34650	
Adenovirus:Type_1_Strain_Adenoid_71:692:+	693	Adenovirus:Type_1_Strain_Adenoid_71:1407:-	34700	
Adenovirus:Type_1_Strain_Adenoid_71:693:+	694	Adenovirus:Type_1_Strain_Adenoid_71:1408:-	34750	
Adenovirus:Type_1_Strain_Adenoid_71:694:+	695	Adenovirus:Type_1_Strain_Adenoid_71:1409:-	34800	
Adenovirus:Type_1_Strain_Adenoid_71:695:+	696	Adenovirus:Type_1_Strain_Adenoid_71:1410:-	34850	
Adenovirus:Type_1_Strain_Adenoid_71:696:+	697	Adenovirus:Type_1_Strain_Adenoid_71:1411:-	34900	
Adenovirus:Type_1_Strain_Adenoid_71:697:+	698	Adenovirus:Type_1_Strain_Adenoid_71:1412:-	34950	
Adenovirus:Type_1_Strain_Adenoid_71:698:+	699	Adenovirus:Type_1_Strain_Adenoid_71:1413:-	35000	
Adenovirus:Type_1_Strain_Adenoid_71:699:+	700	Adenovirus:Type_1_Strain_Adenoid_71:1414:-	35050	
Adenovirus:Type_1_Strain_Adenoid_71:700:+	701	Adenovirus:Type_1_Strain_Adenoid_71:1415:-	35100	
Adenovirus:Type_1_Strain_Adenoid_71:701:+	702	Adenovirus:Type_1_Strain_Adenoid_71:1416:-	35150	
Adenovirus:Type_1_Strain_Adenoid_71:702:+	703	Adenovirus:Type_1_Strain_Adenoid_71:1417:-	35200	
Adenovirus:Type_1_Strain_Adenoid_71:703:+	704	Adenovirus:Type_1_Strain_Adenoid_71:1418:-	35250	
Adenovirus:Type_1_Strain_Adenoid_71:704:+	705	Adenovirus:Type_1_Strain_Adenoid_71:1419:-	35300	
Adenovirus:Type_1_Strain_Adenoid_71:705:+	706	Adenovirus:Type_1_Strain_Adenoid_71:1420:-	35350	
Adenovirus:Type_1_Strain_Adenoid_71:706:+	707	Adenovirus:Type_1_Strain_Adenoid_71:1421:-	35400	
Adenovirus:Type_1_Strain_Adenoid_71:707:+	708	Adenovirus:Type_1_Strain_Adenoid_71:1422:-	35450	
Adenovirus:Type_1_Strain_Adenoid_71:708:+	709	Adenovirus:Type_1_Strain_Adenoid_71:1423:-	35500	
Adenovirus:Type_1_Strain_Adenoid_71:709:+	710	Adenovirus:Type_1_Strain_Adenoid_71:1424:-	35550	
Adenovirus:Type_1_Strain_Adenoid_71:710:+	711	Adenovirus:Type_1_Strain_Adenoid_71:1425:-	35600	
Adenovirus:Type_1_Strain_Adenoid_71:711:+	712	Adenovirus:Type_1_Strain_Adenoid_71:1426:-	35650	
Adenovirus:Type_1_Strain_Adenoid_71:712:+	713	Adenovirus:Type_1_Strain_Adenoid_71:1427:-	35700	
Adenovirus:Type_1_Strain_Adenoid_71:713:+	714	Adenovirus:Type_1_Strain_Adenoid_71:1428:-	35750	
Adenovirus:Type_1_Strain_Adenoid_71:714:+	715	Adenovirus:Type_1_Strain_Adenoid_71:1429:-	35800	
Adenovirus:Type_1_Strain_Adenoid_71:715:+	716	Adenovirus:Type_1_Strain_Adenoid_71:1430:-	35850	
Adenovirus:Type_1_Strain_Adenoid_71:1432:+	717	Adenovirus:Type_1_Strain_Adenoid_71:1434:-	35900	
